,_id,displayName,country,rating,date,content
55,640a4fbceff9d2cf3ae61529,Ruthe O'Kon,ES,5,2022-12-02T02:51:00.000Z,Everything came very quickly to Spain!! Everything is whole and serviceable. I'll add a photo as I attach it to the car
56,640a4fbceff9d2cf3ae6152a,Angela Cartwright,RU,5,2023-01-13T01:15:00.000Z,"Excellent, comfortable, plastic does not look cheap .. delivered to the Voronezh pickup point in 10 days."
57,640a4fbceff9d2cf3ae6152b,Samson Hegmann IV,RU,5,2022-11-07T09:56:00.000Z,Fast Delivery (12 days). Box damaged. The Holder himself was not hurt. In the car I will install a little later
58,640a4fbceff9d2cf3ae6152c,Micaela Hyatt,IL,5,2022-10-28T00:02:00.000Z,"Excellent A/holder D/Tel.! Packing is not broken, with the seller did not communicate, delivered before the deadline, super! The seller and the store recommend!"
59,640a4fbceff9d2cf3ae6152d,Cristian Larkin,RU,5,2022-09-27T22:05:00.000Z,"The goods came quickly. Well packed and whole. In appearance, the goods are of good quality. Supplier recommend. Thank you."
60,640a4fbceff9d2cf3ae6152e,Aletha Bayer,IL,5,2023-01-18T22:40:00.000Z,"Awesome thing, I definitely advise... There were many different, but this thing is impressive. Very comfortable."
61,640a4fbceff9d2cf3ae6152f,Andres Casper,KR,5,2022-12-08T18:24:00.000Z,"I hope it's a little longer.
And the system is abandoned.
You have to press it to the end with your hands, so it's completely unwound.
The car type is T300 and the place to attach is limited, so I put it in the storage box next to the blower.
The existing installation was inconvenient because the angle was not adjusted, but I want to give a high score to the angle adjustment.
It's hard, so if you control it, you don't have to be crushed.
I just want the adsorption part to be a little stronger."
62,640a4fbceff9d2cf3ae61530,Jayde Champlin,MZ,5,2022-10-18T22:37:00.000Z,"The corresponding product description, but took over two months to arrive and the tracking did nothing."
63,640a4fbceff9d2cf3ae61531,Rosamond Turner,RU,5,2022-09-14T01:13:00.000Z,"Many thanks to the seller, a unique product! We will order more!!!))))"
64,640a4fbceff9d2cf3ae61532,Jayce Collins,US,5,2023-02-22T16:49:00.000Z,"very good quality product.
 shipped very fast, within a week
 very much cooperative sales executive"
65,640a4fbceff9d2cf3ae61533,Hilda Dickens PhD,FR,5,2023-02-16T06:36:00.000Z,"Received in 16 days there is more than to install it
Thank you very much"
66,640a4fbceff9d2cf3ae61534,Jedidiah Kertzmann,RU,5,2022-11-22T07:26:00.000Z,"Han's box, but the goods are intact. Packed in normal package."
67,640a4fbceff9d2cf3ae61535,Mr. Giovanni Bartell,BR,5,2022-11-22T16:06:00.000Z,"Great quality product, the best ever bought. The product arrived super fast!"
68,640a4fbceff9d2cf3ae61536,Elenor Terry V,CL,5,2023-02-03T13:24:00.000Z,"Very good quality is worth it, came to chili super fast in a week approx, Price recommended quality 100%"
69,640a4fbceff9d2cf3ae61537,Jewell Kilback,EC,5,2022-10-24T10:26:00.000Z,"I love the product, very good quality, I got two, one for my car and the other one for my work truck. It’s pretty easy to install and it keeps my phone secure. I definitely recommend this product. It works much better than the ones that you have to put in the Air Vent"
70,640a4fbceff9d2cf3ae61538,Agustina Greenfelder MD,IT,5,2023-02-02T00:09:00.000Z,"Fast shipping, very good quality product keeps your phone really well even during car trepidations."
71,640a4fbceff9d2cf3ae61539,Hildegard Hills,CZ,5,2022-11-10T03:36:00.000Z,I was looking for something like this. Ideál for cars  where is kotle oné surface flat:))))
72,640a4fbceff9d2cf3ae6153a,Kenton Blick,RU,5,2022-11-03T05:12:00.000Z,"Delivery fast, made qualitatively, sucker reliable, I recommend the seller"
73,640a4fbceff9d2cf3ae6153b,Garrick Smith,RU,5,2022-10-30T08:29:00.000Z,"Good quality holder, you take it in your hands immediately you can see that the firm, not fuflamecin some kind of thing, the sucker goes with the adhesive celicon icon icon icon"
74,640a4fbceff9d2cf3ae6153c,Ken Langosh,RU,5,2023-01-09T18:39:00.000Z,"The delivery was very long in the end. At the post office, apparently, like many, they made a noble mockery of the box, you can't give it, but the holder inside is completely whole, which probably once again speaks of its strength and reliability. And still yes, the clamps move away beautifully, I hope the mechanism is durable. Everything else is strong, looks beautiful. Thanks to the seller. As I put it in place, I will try to supplement the feedback."
75,640a4fbceff9d2cf3ae6153d,Jayde DuBuque,IL,5,2022-11-06T08:51:00.000Z,As long as you like it. Tomorrow the sucker to the glass I'll see how it will hold
76,640a4fbceff9d2cf3ae6153e,Judson Powlowski,RU,5,2022-09-14T05:49:00.000Z,"Looks like a good holder. Installed in Kamaz, let's see how it will be."
77,640a4fbceff9d2cf3ae6153f,Orie Lakin,RU,5,2022-09-24T02:32:00.000Z,"A little short for Chevrolet Niva, but found how to fit... on my big, thick phone came up perfectly. Holds. I liked the quality."
78,640a4fbceff9d2cf3ae61540,Rosa Keeling,BR,5,2022-12-30T01:49:00.000Z,"Simply sensational. It took exactly 16 days to get here at my house, in the interior of Paraíba, northeastern Brazil. Arrived well packed, and the sellers were super quick to dispatch. There is, and I haven't been taxed.☺️Thanks to the sellers the store. Super recommend."
79,640a4fbceff9d2cf3ae61541,Miss Michelle Jakubowski,BR,5,2022-09-23T14:11:00.000Z,"Put in spinning Strada 2013 and was in a position good. Was great, beautiful and well made. Let's see how will last."
80,640a4fbceff9d2cf3ae61542,Cullen Yost,RU,5,2022-11-21T22:16:00.000Z,"A box in trash, someone stepped on it, but the holder is in order, that's what it means-quality! Because it really looks good and looks good. Marriage to lie in the center of the sucker only, I hope to keep from it will not be worse."
81,640a4fbceff9d2cf3ae61543,Eveline Lueilwitz,RU,5,2023-01-01T06:01:00.000Z,I liked it very much. Delivery to Tula 3 weeks. Normal mount. Very convenient on the road. I recommend the seller. Track is tracked.
82,640a4fbceff9d2cf3ae61544,Rosalia Littel,US,5,2022-11-23T20:11:00.000Z,Excellent. It's very fast. Packed very beautiful like in the store. Very strong and high-quality. Phone holder big and heavy relative.
83,640a4fbceff9d2cf3ae61545,Davonte Altenwerth,UA,5,2022-11-10T07:32:00.000Z,"I took it on a sub-arunok, I did not scream, I think everything is good. Packing of the reception)) delivered shvidko, Uncle))"
84,640a4fbceff9d2cf3ae61546,Vallie Dickens MD,DZ,5,2022-12-01T22:35:00.000Z,"Order according to description
Not yet well tested during driving"
85,640a4fbceff9d2cf3ae61547,Mrs. Dillon Williamson,IL,5,2023-01-09T12:51:00.000Z,I hope it will survive the summer but it seems like a very good holder.
86,640a4fbceff9d2cf3ae61548,Tyrell White,IL,5,2022-10-24T19:10:00.000Z,"Excellent holder, came very quickly, weight 14 that about Max holds perfectly! 5 Stars!"
87,640a4fbceff9d2cf3ae61549,Elna Kling,IL,5,2023-01-12T04:54:00.000Z,Arrived within 10 days to Israel quality product perfectly thanks to the seller
88,640a4fbceff9d2cf3ae6154a,Alec Lynch,IL,5,2023-01-11T00:22:00.000Z,"Amazing product, heat resistant, doesn't fall at all and really strong, doesn't interfere with charging"
89,640a4fbceff9d2cf3ae6154b,Bennett White,RU,5,2023-01-14T08:06:00.000Z,"My phone is heavy, so only a bracket with an intermediate support such as this one can hold it (in the photo I left the suction cup from the previous holder). Recommend!"
90,640a4fbceff9d2cf3ae6154c,Muriel Cruickshank,HU,5,2022-09-26T03:02:00.000Z,"Overall great product. Really good mechanical opening and closing mechanism
I didnt get to use the little support clip but even without that rattling is fine
Totally worth the extra money over the cheaper stuff"
91,640a4fbceff9d2cf3ae6154d,Madonna Connelly,EE,5,2022-11-24T03:56:00.000Z,"The holder is just great!!!!!! My husband, too, will order this."
92,640a4fbceff9d2cf3ae6154e,Kim Gerlach,SG,5,2022-11-09T03:39:00.000Z,long curved rod ooks to be very sturdy. hope it works well on my car. shipped within 4 days to SG.
93,640a4fbceff9d2cf3ae6154f,Edmond Dickinson,PT,5,2022-10-21T02:35:00.000Z,"Strong arm. Haven’t tested in the car, but I think there will be no problems."
94,640a4fbceff9d2cf3ae61550,Tristin Blick,KR,5,2022-10-27T14:39:00.000Z,"It's a good fit for fast delivery. I bought two other companies.
I like this more. I'm good at supporting iPhone Pro."
95,640a4fbceff9d2cf3ae61551,Carolina Green,KR,5,2023-02-26T16:44:00.000Z,"The mounting is comfortable and the fixed is also good.
It gave me the greatest satisfaction than the holder I used."
96,640a4fbceff9d2cf3ae61552,August Blick,KR,5,2022-12-29T22:07:00.000Z,"It looks sturdy.
In the future, we live here ~ ~ ^♡"
97,640a4fbceff9d2cf3ae61553,Dr. Elroy Mann,KR,5,2022-12-28T04:19:00.000Z,The purchase of Toubnchae. I bought it after months of slick. It's great.
98,640a4fbceff9d2cf3ae61554,Rowland McGlynn,JP,5,2022-12-09T12:26:00.000Z,Yu しゅう! anime Chii ゃくはよわいけどあんていしてる. have worked to the まんぞく! the ゅうかんくらいかな?
99,640a4fbceff9d2cf3ae61555,Lynn Parisian,IL,5,2022-12-30T05:59:00.000Z,Used it already for 2 days and I’m very satisfy.
100,640a4fbceff9d2cf3ae61556,Maia Jones,KR,5,2022-12-10T17:50:00.000Z,The flexible long arm made it easy to carry the holder. A very useful product. Taiwan satisfied!
101,640a4fbceff9d2cf3ae61557,Graciela Wiza,KR,5,2022-10-26T17:55:00.000Z,I was surprised by the fast delivery. I'll use it well ~
102,640a4fbceff9d2cf3ae61558,Krystina Legros,UA,4,2022-09-28T11:41:00.000Z,"Delivery to Kiev is just over 2 weeks. In general, the holder is not bad, but there are their jambs. The place for a smartphone is very good. Not luftitis, does not creak. The smartphone is fastened on the sides. To release it, the button is pressed on the right. The bar is also very hard and does not bend under the weight of the phone, especially since there is an emphasis. But there is a claim for Velcro. Held on a little less than a week. Then it was cast. Once again, the story is clear. She won't be on the torpedo. We need to think about how to attach to the windshield."
103,640a4fbceff9d2cf3ae61559,Lessie Cormier Sr.,MA,4,2023-02-22T11:01:00.000Z,"First use I try it on the donkey, it's not messy. I recommend it"
104,640a4fbceff9d2cf3ae6155a,Kayleigh Gaylord,ES,4,2022-11-09T13:34:00.000Z,"Perfect, very good quality and good quality, I arrive fast and in perfect condition I will order another one just as it is worth it. I'll point it out."
105,640a4fbceff9d2cf3ae6155b,Ms. Kurtis Gorczany,RU,4,2023-01-14T07:52:00.000Z,"It's not what I ordered because I chose with a spring holder, but I came into the deflector insert"
106,640a4fbceff9d2cf3ae6155c,Dr. Cassidy Hamill,NL,4,2022-09-19T08:59:00.000Z,Soon received. Called a pity that the suction cup also of glue is provided. Definitely at heat you don't know what that glue will do with your dashboard. Let's just hope he long and well stays put. Box dented. Substantively neatly packed. Material is pretty decent.
107,640a4fbceff9d2cf3ae6155d,Rowan Roberts,US,4,2022-11-26T14:06:00.000Z,"Been ordered wrong holder, I have wanted with long pole. But that's probably my fault, I didn't pay attention to what I was ordering"
108,640a4fbceff9d2cf3ae6155e,Bethany Leffler,LT,5,2023-02-10T02:42:00.000Z,the phone holder seems high quality. fast delivery. recommended.
109,640a4fbceff9d2cf3ae6155f,Allan Kreiger,IE,5,2023-03-06T23:35:00.000Z,Shipping fast. Though a bit pricey when bought but plastic quality looks and feels much better than cheap ones. Happy with my purchase.
110,640a4fbceff9d2cf3ae61560,Dustin Corkery,FR,5,2023-02-24T06:44:00.000Z,"Identical to the description, Solid Air, I recommend"
111,640a4fbceff9d2cf3ae61561,Connor Schuppe,RU,5,2023-03-06T23:03:00.000Z,"The carton was crumpled, but the product was not damaged."
112,640a4fbceff9d2cf3ae61562,Oscar Ferry,US,5,2022-10-13T11:15:00.000Z,Super phone holder. Order next for son. Thank you
113,640a4fbceff9d2cf3ae61563,Alexandrea Kub,IL,5,2022-12-16T08:17:00.000Z,"Really good! Stable and disconnects
It's really fast!"
114,640a4fbceff9d2cf3ae61564,Brandi Abbott DVM,FR,5,2023-01-06T08:17:00.000Z,Good quality good product. Fast and efficient
115,640a4fbceff9d2cf3ae61565,Ora Rosenbaum IV,BR,5,2022-10-08T12:22:00.000Z,"The product is good quality, still not tested."
116,640a4fbceff9d2cf3ae61566,Fredrick Gutkowski DDS,US,5,2023-01-04T06:27:00.000Z,The best that's bought. Very firm and resistente.exe lenses.
117,640a4fbceff9d2cf3ae61567,Delphia Stark,LV,5,2023-01-05T11:03:00.000Z,The phone holder seems weak.
118,640a4fbceff9d2cf3ae61568,Emil Trantow,DZ,5,2022-12-04T11:52:00.000Z,"Same as described, just needs to be tried."
119,640a4fbceff9d2cf3ae61569,Leila Ruecker,IL,5,2023-03-08T21:23:00.000Z,realy strong very good quality!
120,640a4fbceff9d2cf3ae6156a,Geovanni Pfannerstill,CL,5,2022-11-18T11:26:00.000Z,Very good and very fast Thanks
121,640a4fbceff9d2cf3ae6156b,Simone Goyette V,RU,5,2022-11-22T08:22:00.000Z,Came quickly but there were problems with customs
122,640a4fbceff9d2cf3ae6156c,Leslie Marks,PL,5,2023-03-07T06:53:00.000Z,Good. Phone firmly the holding and whole not drga
123,640a4fbceff9d2cf3ae6156d,Rhett McCullough,IS,5,2022-12-16T00:55:00.000Z,"I love it, better than expected."
124,640a4fbceff9d2cf3ae6156e,Wilhelm Wehner,BR,5,2023-02-08T10:27:00.000Z,Surprendi with the quality and finish
125,640a4fbceff9d2cf3ae6156f,Ryleigh Larson,IL,5,2022-12-26T10:19:00.000Z,Works great!
126,640a4fbceff9d2cf3ae61570,Ressie Toy I,RU,5,2022-11-26T19:00:00.000Z,"It came quickly, the quality is excellent"
127,640a4fbceff9d2cf3ae61571,Quincy Predovic,CL,5,2022-10-12T09:18:00.000Z,"Good quality, very good"
128,640a4fbceff9d2cf3ae61572,Aisha Jacobi,MX,5,2023-02-06T08:08:00.000Z,I arrive fast. Superb quality.
129,640a4fbceff9d2cf3ae61573,Leo Hartmann,CA,5,2022-09-26T10:46:00.000Z,Fast delivery. Good quality. Thanks
130,640a4fbceff9d2cf3ae61574,Melany Wehner,MD,5,2022-11-28T14:15:00.000Z,Super! It came quickly.
131,640a4fbceff9d2cf3ae61575,Ruthe Kerluke,IL,5,2022-09-16T01:27:00.000Z,It's really fast. Very satisfied מהמוצר
132,640a4fbceff9d2cf3ae61576,Peyton Buckridge,IL,5,2023-02-21T05:44:00.000Z,Excellent Product equal superfine
133,640a4fbceff9d2cf3ae61577,Evans Sanford,IL,5,2023-03-06T12:03:00.000Z,Extent product
134,640a4fbceff9d2cf3ae61578,Leon Connelly II,RU,5,2023-02-24T03:42:00.000Z,"Wery well, super comfortable"
135,640a4fbceff9d2cf3ae61579,Ethyl Tromp,BH,5,2023-03-06T17:09:00.000Z,
136,640a4fbceff9d2cf3ae6157a,Audra Walsh,KR,5,2022-12-03T19:00:00.000Z,Fast delivery and goods are satisfied
137,640a4fbceff9d2cf3ae6157b,Howell Stark,IL,5,2023-01-20T01:34:00.000Z,The best for your car
138,640a4fbceff9d2cf3ae6157c,Rafael Mraz,HR,5,2022-10-14T02:03:00.000Z,"excellent, as described."
139,640a4fbceff9d2cf3ae6157d,Albert Padberg II,KR,5,2022-11-17T18:37:00.000Z,"Very good
A curved line ~
Tension full-Chan"
140,640a4fbceff9d2cf3ae6157e,Sonia Morissette,BR,5,2023-01-25T10:47:00.000Z,show de bola
141,640a4fbceff9d2cf3ae6157f,Pierce Lesch II,RU,5,2022-10-13T23:53:00.000Z,Get up!
142,640a4fbceff9d2cf3ae61580,Norberto Rosenbaum,RU,5,2022-12-02T03:24:00.000Z,Everything is fine.
143,640a4fbceff9d2cf3ae61581,Lourdes McCullough,KR,5,2022-11-09T20:20:00.000Z,"It's very good ~
At this price,"
144,640a4fbceff9d2cf3ae61582,Jon Kovacek,RU,5,2023-03-05T23:06:00.000Z,"Ordered a phone holder from China on the dashboard of a car. They delivered to Moscow very quickly, on the tenth day instead of the promised month. The box was badly crumpled on the road, but the holder was not damaged. Pack better! Otherwise it's all right. The quality of the holder is good, there seems nothing to break. I do not know how the suction cup will be held on the dashboard, but on the glass it should be excellent. In general I recommend!!!"
145,640a4fbceff9d2cf3ae61583,Leann Senger,US,5,2022-09-21T03:06:00.000Z,"Great product with described in AD, very attentive"
146,640a4fbceff9d2cf3ae61584,Elvie Stamm,KR,5,2022-12-01T00:03:00.000Z,"The delivery is very fast and the products are satisfied. It's an amazing price-to-cost ratio.

If you only connect the charging line, it will be comfortable to use for long-distance driving."
147,640a4fbceff9d2cf3ae61585,Kailey Volkman,IL,5,2023-02-21T04:30:00.000Z,Does not apply yet. But still very high quality for now.
148,640a4fbceff9d2cf3ae61586,Ms. Jeff West,NL,5,2023-01-29T06:40:00.000Z,Exactly what I was expecting am delighted with it and pastes super stuck on your window
149,640a4fbceff9d2cf3ae61587,Miss Oran Kuvalis,ES,5,2023-02-19T20:40:00.000Z,"It goes very well, it sticks hard on the dashboard or Moon"
150,640a4fbceff9d2cf3ae61588,Cordelia Hintz MD,UA,5,2023-02-23T08:18:00.000Z,The parcel arrived in Israel 12 days later as indicated. All whole and as described. I recommend the seller.
151,640a4fbceff9d2cf3ae61589,Eusebio Armstrong,RU,5,2022-10-12T06:49:00.000Z,"Order of September 14, came on October 12. the parcel opened at the post office. The box was in the cover (substrate that put under the laminate) and in the postal envelope .. There is little protection, the weight of the parcel is 705gr .. but the box, covered in the film is whole and unharmed. Came charged 93%. this is the second bronnik I have. I'm sitting with applications, the flight is normal. I ordered banners at the same time with the phone, but go separately and when they arrive unknown. Confuses the hole under the lace, will not stand the weight, flimsy in appearance. Honestly, I liked the phone.))"
152,640a4fbceff9d2cf3ae6158a,Aylin Ebert,MX,5,2023-02-23T19:53:00.000Z,"I 've been with my cell phone for a week and the truth is I really liked it if it complies with what it promises that yes, ask for it 1 to 2 months in advance if you are from Mexico, I have almost 2 weeks since the time for protection and disadvantages of the cell phone that looks like brick is very large and heavy will run out. I don't test anything but I leave 2 images where I put it in the water and it still works, the truth is I liked it too much. If I recommend, one more thing the charger is similar to the European but it is type c input so do not fight to get you charger."
153,640a4fbceff9d2cf3ae6158b,Miss Casandra Kilback,DZ,5,2022-10-14T04:27:00.000Z,"Received and arrived the product in good condition and as in the description and publicity completely and everything is well and thank God Lord of the Worlds, but the comments and additional comments will be after experimentation and use"
154,640a4fbceff9d2cf3ae6158c,Jamil Zulauf,PK,5,2022-11-03T11:31:00.000Z,"EXCELLENT BATTERY BACK UP.
EXCELLENT PACKING.
EXCELLENT DELIVERY ON TIME AS COMMITTED. 
ORIGINAL AND AUTHENTIC PRODUCT. 
THANK YOU SO MUCH FOR DELIVERING SUCH A GREAT PRODUCT."
155,640a4fbceff9d2cf3ae6158d,Chanelle Ryan,RU,5,2023-02-23T02:59:00.000Z,"The phone is awesome... it is not the first time I order from this seller, the phone and the watch have been true and true for 3 years. I ordered the phone with the R5 watch, the watch is also cool... the seller is excellent, sociable and, upon request, send the order quickly. That I would have had time for my birthday-I did everything right. The order arrived even earlier. I will sign the phone later."
156,640a4fbceff9d2cf3ae6158e,Mrs. Lavina Hamill,BR,5,2023-02-26T09:45:00.000Z,Very fast Great device I have already done several tests of beaten water and it is firm and strong
157,640a4fbceff9d2cf3ae6158f,Tobin Murazik,BR,5,2022-11-03T05:41:00.000Z,"Good player but side is very sensitive any touch button triggers it even in pocket it triggers otherwise the one more thing can not update to Android 12 because the bv7100 comes and system you guys could could give an organize apps Because only the possibility of fix screen main group otherwise worth every penny, good camera, good battery, fast and it really was made to be a lasting good battery cell charged arrives last 5 days or using it normally without abusing us Games… Recommend black mobile view as a great company for who like sturdiness and confidence. Franciscogama-pi/spikes"
158,640a4fbceff9d2cf3ae61590,Roman Lowe,RU,5,2023-01-13T01:00:00.000Z,"The phone is excellent, it got to Sochi in 23 days, in great condition, everything works, I recommend the seller to everyone"
159,640a4fbceff9d2cf3ae61591,Rosendo Ryan,BR,5,2022-10-07T12:20:00.000Z,"Posting to the arrival Brazil were 5 days. The larger process is always here, unfortunately!!!! got everything right, sealed packaging, was taxed in customs inspection R$ 128,00. Cell is great and rugged, beautiful!!!!"
